id	output
"2025-05-02"	1838.8543285925753
"2025-05-03"	1841.427590836958
"2025-05-04"	1834.501911876416
"2025-05-05"	1808.156093844096
"2025-05-06"	1820.0044598893596
"2025-05-07"	1816.1686943818438
"2025-05-08"	1810.3169269284476
"2025-05-09"	2197.5611893238784
"2025-05-10"	2341.407963002621
"2025-05-11"	2583.6829051429513
"2025-05-12"	2507.4693107597423
"2025-05-13"	2492.426391077375
"2025-05-14"	2676.639163127913
"2025-05-15"	2603.7180887199615
"2025-05-16"	2542.296692466797
"2025-05-17"	2544.3870377235667
"2025-05-18"	2475.0543933696913
"2025-05-19"	2465.3409856139087
"2025-05-20"	2526.989643891319
"2025-05-21"	2524.2743433146065
"2025-05-22"	2558.9502343769486
"2025-05-23"	2657.1674447566115
"2025-05-24"	2519.813809045145
"2025-05-25"	2529.4429842284353
"2025-05-26"	2546.6201163370915
"2025-05-27"	2562.1729286392238
"2025-05-28"	2662.0940568241435
"2025-05-29"	2676.2674124507
"2025-05-30"	2633.1392065286695
"2025-05-31"	2524.4762348050726
"2025-06-01"	2532.3627853090866
"2025-06-02"	2538.3300584367485
"2025-06-03"	2609.737253959435
"2025-06-04"	2595.4689570062997
"2025-06-05"	2610.343189828259
"2025-06-06"	2421.601103763502
"2025-06-07"	2481.4039836690267
"2025-06-08"	2526.291995889778
"2025-06-09"	2508.784123584585
"2025-06-10"	2685.0001850413178
"2025-06-11"	2808.503208314919
"2025-06-12"	2776.1371915822333
"2025-06-13"	2653.158968452672
"2025-06-14"	2577.04861752583
"2025-06-15"	2534.0702195359518
"2025-06-16"	2547.8456040920437
"2025-06-17"	2561.329843569428
"2025-06-18"	2514.986700576147
"2025-06-19"	2521.3334233964915
"2025-06-20"	2522.1791903642184
"2025-06-21"	2405.695434213183
"2025-06-22"	2270.581996055585
"2025-06-23"	2227.4287266371684
"2025-06-24"	2423.899644268608
"2025-06-25"	2446.539301545049
"2025-06-26"	2417.2267855277296
"2025-06-27"	2415.031864876594
"2025-06-28"	2423.0302896731746
"2025-06-29"	2437.133001780241
"2025-06-30"	2502.6672721177083
"2025-07-01"	2488.190781689803
"2025-07-02"	2405.1045592800183
"2025-07-03"	2574.067718495133
"2025-07-04"	2590.132231590221
"2025-07-05"	2509.236345783362
"2025-07-06"	2517.37917835065
"2025-07-07"	2571.358192115984
"2025-07-08"	2543.6317028067488
"2025-07-09"	2615.7759888945047
"2025-07-10"	2772.5795626609174
"2025-07-11"	2948.4462027029053
"2025-07-12"	2958.8514450990992
"2025-07-13"	2942.9616055388096
"2025-07-14"	2974.2654952333387
"2025-07-15"	3012.1797069059276
"2025-07-16"	3133.069857747011
"2025-07-17"	3368.126521526108
"2025-07-18"	3481.8828152374017
"2025-07-19"	3547.317079001209
"2025-07-20"	3594.3185010809702
"2025-07-21"	3758.605581813957
"2025-07-22"	3765.453624023574
"2025-07-23"	3746.9406687316323
"2025-07-24"	3630.053531480921
"2025-07-25"	3708.4299352383423
"2025-07-26"	3723.0529092785596
"2025-07-27"	3742.4314258659915
"2025-07-28"	3864.1248374654765
"2025-07-29"	3786.303845995956
"2025-07-30"	3788.5983716058226
"2025-07-31"	3807.4166010824188
"2025-08-01"	3696.6628530851194
"2025-08-02"	3483.1789551579504
"2025-08-03"	3397.4855484143177
"2025-08-04"	3497.573127822404
"2025-08-05"	3715.7090148550706
"2025-08-06"	3612.442432236669
"2025-08-07"	3684.0459195726726
"2025-08-08"	3911.2609462690816
"2025-08-09"	4012.97697001236
"2025-08-10"	4265.563258333516
"2025-08-11"	4253.591618951185
"2025-08-12"	4228.824213261163
"2025-08-13"	4606.809427709522
"2025-08-14"	4763.652535322159
"2025-08-15"	4554.291501538621
"2025-08-16"	4430.532465017841
"2025-08-17"	4426.826913311333
"2025-08-18"	4487.118013759226
"2025-08-19"	4317.2757573282315
"2025-08-20"	4074.495786100515
"2025-08-21"	4330.491598768078
"2025-08-22"	4224.438592580698
"2025-08-23"	4829.225541798332
"2025-08-24"	4773.884088598777
"2025-08-25"	4778.10916071381
"2025-08-26"	4381.626176071471
"2025-08-27"	4602.369685333965
"2025-08-28"	4500.1451479982325
"2025-08-29"	4507.560431032719
"2025-08-30"	4364.358521430426
"2025-08-31"	4373.360357620914
"2025-09-01"	4388.931464519364
"2025-09-02"	4303.202222745541
"2025-09-03"	4325.856306225941
"2025-09-04"	4449.8670977283255
"2025-09-05"	4298.094660544595
"2025-09-06"	4306.613513100346
"2025-09-07"	4273.110024157841
"2025-09-08"	4304.032421076036
"2025-09-09"	4309.685702772004
"2025-09-10"	4309.342746120013
"2025-09-11"	4347.476803670656
"2025-09-12"	4459.31901599882
"2025-09-13"	4708.841744149995
"2025-09-14"	4667.699652630318
"2025-09-15"	4609.786110950785
"2025-09-16"	4524.244939102515
"2025-09-17"	4504.266635522813
"2025-09-18"	4591.768794331328
"2025-09-19"	4590.6367372135155
"2025-09-20"	4470.479474009387
"2025-09-21"	4481.799472368209
"2025-09-22"	4452.87113037789
"2025-09-23"	4199.951774017639
"2025-09-24"	4166.1905498775295
"2025-09-25"	4148.65682762035
"2025-09-26"	3863.0632875907245
"2025-09-27"	4037.0979210260916
"2025-09-28"	4018.167453105732
"2025-09-29"	4141.839664086501
"2025-09-30"	4215.61278947927
"2025-10-01"	4144.230463371581
"2025-10-02"	4343.951983440489
"2025-10-03"	4484.006245909478
"2025-10-04"	4515.759068159723
"2025-10-05"	4487.706651673285
"2025-10-06"	4515.321391965295
"2025-10-07"	4689.131734746596
"2025-10-08"	4454.32846286666
"2025-10-09"	4527.578004547945
"2025-10-10"	4368.649439385323
